Age,Gender,EmploymentStatus,MonthlyIncome,Education,FlightsPerYear,TravelPurpose,AvgSpendPerFlight,Class,AirlinePrefReason,ValuedServices,PainPoints,BundledOfferInterest,PersonalizationImportance,CustomizableServices,BookingDevice,TechComfortLevel,AppUsage,DataSharingConsent,WillingToUsePersonalizationApp,WillingToPayExtra,PercentWillingToSpendMore,RecommendsInAppOffers,TrustsAirlinesWithData,WillRecommendToOthers
35,Female,Unemployed,500,Other,2-4,Business,711,First Class,Service,"Food, Customer Service, Entertainment, Cleanliness",Poor customer service,No,5,"Entertainment, Meals",Agent,1,No,No,No,No,15,Yes,Yes,No
31,Female,Self-employed,3700,Bachelor’s,2-4,Business,628,Premium Economy,Service,Food,Limited amenities,Yes,1,"Check-in process, Meals, Boarding experience",Website,1,Yes,Maybe,Yes,Yes,15,Yes,Maybe,Yes
25,Male,Unemployed,5621,High school,5-8,Leisure,359,First Class,Service,"Cleanliness, Others",Expensive tickets,No,4,"Others, Boarding experience",Agent,3,No,Maybe,Yes,Yes,10,Yes,Yes,Yes
40,Prefer not to say,Self-employed,1763,Bachelor’s,2-4,Other,308,First Class,Brand,"WiFi, Entertainment, Others, Legroom","Baggage loss, Delays",Yes,4,"Entertainment, Meals, Check-in process",App,3,Yes,No,Yes,No,5,Yes,No,Yes
47,Male,Retired,2611,Doctorate,5-8,Family,434,Premium Economy,Loyalty Program,"Cleanliness, Entertainment","Poor customer service, Expensive tickets",Yes,4,Check-in process,App,1,Yes,Maybe,Yes,Yes,5,Yes,Yes,Yes
52,Other,Self-employed,500,Other,5-8,Business,389,Business,Others,"Cleanliness, Legroom, WiFi",Lack of customization,Yes,2,"Entertainment, Meals",Agent,5,Yes,Maybe,Yes,Yes,5,Yes,Yes,Yes
44,Other,Retired,3158,Doctorate,5-8,Business,527,First Class,Service,"WiFi, Cleanliness","Limited amenities, Poor customer service",No,3,"Meals, Check-in process, Entertainment",App,4,No,Maybe,Yes,Yes,20,Yes,No,Yes
47,Male,Self-employed,3396,Master’s,9+,Leisure,590,Business,Loyalty Program,"Legroom, Customer Service",Limited amenities,Yes,1,"Meals, Others, Check-in process",App,2,No,No,Yes,Yes,15,Yes,Yes,Yes
18,Prefer not to say,Employed,1559,Bachelor’s,2-4,Leisure,470,Business,Pricing,Entertainment,Lack of customization,No,1,"Others, Boarding experience",Website,2,Yes,No,Maybe,Yes,0,Yes,No,Yes
40,Male,Unemployed,1304,Master’s,2-4,Business,761,First Class,Service,"Entertainment, WiFi, Cleanliness, Food","Expensive tickets, Delays, Poor customer service",No,3,"Boarding experience, Meals",App,1,Yes,Maybe,Yes,Yes,20,Yes,Yes,Yes
50,Male,Employed,3903,Bachelor’s,2-4,Leisure,463,Premium Economy,Brand,"WiFi, Cleanliness, Legroom, Food","Baggage loss, Delays, Lack of customization",Yes,3,"Entertainment, Check-in process, Meals",Agent,1,Yes,No,Yes,Yes,0,Yes,No,Yes
55,Male,Retired,3386,Bachelor’s,9+,Business,213,Economy,Service,"WiFi, Food","Delays, Poor customer service",Yes,2,"Others, Boarding experience",Agent,5,No,No,Yes,Yes,20,Yes,No,Yes
18,Prefer not to say,Employed,1709,Other,9+,Family,419,Business,Brand,"Cleanliness, WiFi",Poor customer service,No,4,"Check-in process, Seats, Boarding experience",Agent,2,Yes,Yes,No,Yes,5,No,No,Yes
31,Male,Retired,3834,Bachelor’s,2-4,Leisure,199,Premium Economy,Pricing,Food,"Lack of customization, Delays, Expensive tickets",Yes,3,"Entertainment, Boarding experience",App,2,Yes,No,Yes,Yes,10,Yes,Yes,Yes
45,Female,Student,2293,Other,2-4,Other,100,Economy,Loyalty Program,Cleanliness,"Poor customer service, Baggage loss",No,3,Seats,App,1,Yes,Maybe,Yes,No,5,Yes,Maybe,Yes
31,Male,Student,2124,Bachelor’s,9+,Business,555,First Class,Others,"WiFi, Cleanliness, Customer Service",Limited amenities,Yes,3,"Check-in process, Seats",Agent,3,No,No,Yes,Yes,0,No,No,Yes
19,Prefer not to say,Retired,500,High school,2-4,Leisure,316,Business,Others,Entertainment,"Poor customer service, Delays",No,4,Seats,Agent,1,Yes,Maybe,Yes,Yes,15,No,No,Yes
21,Other,Student,2382,Master’s,5-8,Leisure,573,First Class,Loyalty Program,Food,"Baggage loss, Expensive tickets",Yes,3,"Others, Seats",Website,3,Yes,Maybe,Yes,Yes,5,Yes,Maybe,Yes
36,Prefer not to say,Student,3673,Doctorate,2-4,Leisure,395,First Class,Others,"Customer Service, Entertainment, WiFi, Food",Delays,Yes,3,Seats,Website,3,Yes,Maybe,Maybe,Yes,5,No,Maybe,No
29,Female,Retired,14341,Doctorate,2-4,Leisure,252,First Class,Service,Legroom,"Baggage loss, Limited amenities",Yes,2,"Check-in process, Boarding experience, Entertainment",Agent,2,No,No,Yes,Yes,10,Yes,Yes,Yes
31,Prefer not to say,Employed,3255,Master’s,9+,Leisure,440,Economy,Brand,"WiFi, Legroom, Others","Expensive tickets, Poor customer service",Yes,3,"Entertainment, Seats",App,4,Yes,Maybe,No,No,20,Yes,No,Yes
25,Male,Student,2120,Doctorate,9+,Family,433,First Class,Brand,"Customer Service, Others, Cleanliness","Delays, Baggage loss, Limited amenities",No,2,"Others, Boarding experience, Meals",Website,3,Yes,No,No,Yes,10,No,Yes,No
46,Male,Self-employed,2495,Bachelor’s,2-4,Leisure,165,Premium Economy,Brand,"Others, Customer Service","Lack of customization, Expensive tickets",Yes,4,"Meals, Others, Seats",App,1,No,Maybe,Yes,Yes,5,Yes,Maybe,Yes
48,Female,Employed,2567,Other,0-1,Leisure,282,First Class,Service,"Legroom, Cleanliness","Baggage loss, Delays",No,1,"Seats, Others, Check-in process",Website,4,Yes,No,Maybe,No,10,Yes,Yes,Yes
29,Female,Student,3306,High school,0-1,Family,343,First Class,Pricing,"Others, Customer Service","Delays, Baggage loss, Poor customer service",No,4,"Others, Check-in process, Entertainment",Agent,3,Yes,Maybe,Maybe,Yes,15,Yes,No,No
31,Other,Employed,2859,High school,0-1,Family,320,Economy,Pricing,"WiFi, Customer Service, Entertainment",Baggage loss,No,5,"Entertainment, Seats",Agent,2,No,Yes,Yes,Yes,15,Yes,Maybe,Yes
19,Female,Student,3482,Bachelor’s,9+,Family,453,Business,Brand,"WiFi, Others, Entertainment, Cleanliness","Limited amenities, Expensive tickets, Baggage loss",No,1,"Others, Seats",Website,2,No,No,Yes,Yes,20,Yes,Maybe,Yes
32,Male,Student,3337,Bachelor’s,9+,Business,503,Economy,Service,Customer Service,Expensive tickets,No,4,"Seats, Others, Check-in process",App,4,Yes,No,Maybe,Yes,5,Yes,Yes,Yes
37,Other,Self-employed,5447,Master’s,0-1,Other,643,Premium Economy,Loyalty Program,Legroom,"Poor customer service, Limited amenities, Baggage loss",Yes,5,"Entertainment, Seats",App,2,No,Maybe,Yes,Yes,15,No,Yes,Yes
29,Other,Self-employed,3351,Bachelor’s,9+,Leisure,362,First Class,Pricing,"Food, Cleanliness","Lack of customization, Delays",Yes,1,"Entertainment, Check-in process, Seats",Agent,1,No,Maybe,Yes,Yes,15,Yes,No,Yes
18,Other,Retired,1324,Bachelor’s,0-1,Other,498,Business,Others,"Legroom, Customer Service","Lack of customization, Limited amenities, Poor customer service",No,3,"Others, Boarding experience, Check-in process",App,5,No,Yes,Yes,No,5,No,Maybe,Yes
30,Female,Employed,500,Master’s,0-1,Family,421,Economy,Others,"Customer Service, Others, Food",Baggage loss,Yes,2,Entertainment,App,4,No,Maybe,Yes,Yes,5,No,Maybe,Yes
34,Male,Retired,3629,Doctorate,2-4,Other,596,Economy,Loyalty Program,"WiFi, Cleanliness, Legroom, Food","Baggage loss, Expensive tickets, Limited amenities",Yes,3,"Others, Boarding experience, Entertainment",Agent,2,Yes,Maybe,Maybe,Yes,15,No,Yes,No
23,Prefer not to say,Student,2805,Bachelor’s,9+,Family,486,Economy,Others,"Legroom, Customer Service","Lack of customization, Baggage loss",No,3,Boarding experience,Website,5,No,No,Yes,Yes,5,Yes,Yes,Yes
51,Prefer not to say,Unemployed,4605,High school,2-4,Leisure,466,Business,Others,"Others, WiFi, Entertainment",Expensive tickets,No,5,Meals,Agent,3,No,Maybe,Maybe,Yes,5,Yes,No,Yes
23,Male,Student,3675,Other,9+,Other,119,First Class,Pricing,WiFi,"Lack of customization, Baggage loss",Yes,1,"Meals, Boarding experience, Entertainment",App,1,Yes,No,Yes,Yes,0,No,Yes,Yes
31,Other,Retired,1185,High school,5-8,Business,273,First Class,Loyalty Program,"Others, Cleanliness","Baggage loss, Lack of customization, Poor customer service",No,2,Others,Website,2,No,No,Yes,No,0,No,No,Yes
32,Other,Unemployed,4573,Bachelor’s,0-1,Other,648,Premium Economy,Loyalty Program,"Cleanliness, Food, Customer Service, Others","Delays, Lack of customization",Yes,4,"Others, Check-in process, Boarding experience",App,2,Yes,No,Yes,Yes,5,No,Yes,Yes
39,Female,Employed,2462,Bachelor’s,9+,Leisure,310,Economy,Service,"Entertainment, Cleanliness, Food",Expensive tickets,No,1,"Boarding experience, Seats",Website,1,Yes,Yes,No,Yes,0,Yes,Yes,No
33,Male,Employed,500,Doctorate,2-4,Family,597,Premium Economy,Loyalty Program,"Customer Service, Others, Entertainment, Legroom",Baggage loss,Yes,4,Others,Agent,3,No,No,Yes,Yes,10,No,Yes,Yes
34,Female,Unemployed,2943,Master’s,0-1,Business,451,First Class,Brand,"WiFi, Food, Legroom",Limited amenities,No,1,"Check-in process, Boarding experience",App,2,No,Maybe,No,Yes,10,Yes,Yes,Yes
34,Female,Student,4427,Doctorate,2-4,Business,246,Premium Economy,Brand,"Food, Customer Service, Cleanliness, Entertainment","Poor customer service, Lack of customization, Limited amenities",Yes,4,Boarding experience,App,1,Yes,Maybe,No,No,20,No,Yes,No
43,Female,Retired,500,Doctorate,0-1,Other,581,First Class,Loyalty Program,Legroom,"Limited amenities, Delays",No,4,Check-in process,Agent,2,Yes,No,No,No,15,Yes,Yes,Yes
32,Female,Employed,1938,Master’s,5-8,Leisure,293,Economy,Loyalty Program,"WiFi, Entertainment, Customer Service","Delays, Expensive tickets",No,5,Others,App,5,Yes,Yes,Maybe,Yes,20,No,Maybe,No
33,Prefer not to say,Retired,1655,High school,5-8,Leisure,501,First Class,Others,"Others, Customer Service, WiFi",Baggage loss,Yes,3,Boarding experience,Agent,2,No,Maybe,Yes,No,0,No,Maybe,Yes
27,Female,Self-employed,500,Other,5-8,Business,343,Economy,Brand,"Legroom, Cleanliness, Customer Service","Poor customer service, Delays, Limited amenities",Yes,3,Meals,Agent,4,No,No,Yes,Yes,5,Yes,Maybe,Yes
22,Prefer not to say,Self-employed,3164,Doctorate,0-1,Business,491,First Class,Loyalty Program,"Legroom, Customer Service, Food, Others","Poor customer service, Baggage loss, Lack of customization",No,5,"Meals, Check-in process, Seats",Agent,5,No,Maybe,Yes,Yes,0,No,Maybe,Yes
42,Female,Employed,2311,Master’s,0-1,Family,295,Economy,Brand,"Legroom, Cleanliness, Customer Service, Entertainment","Poor customer service, Lack of customization, Delays",Yes,1,Entertainment,Agent,2,No,No,Yes,Yes,5,No,No,Yes
31,Prefer not to say,Employed,3237,Bachelor’s,5-8,Family,635,Premium Economy,Service,"Cleanliness, Customer Service","Lack of customization, Expensive tickets, Poor customer service",Yes,2,"Boarding experience, Seats, Entertainment",Website,2,No,Yes,No,No,0,Yes,Maybe,No
26,Prefer not to say,Employed,1024,Master’s,9+,Leisure,516,Premium Economy,Loyalty Program,"Others, Cleanliness",Expensive tickets,No,1,Boarding experience,App,5,No,No,Yes,No,15,No,No,Yes
24,Other,Student,1871,Other,5-8,Other,514,Business,Brand,"WiFi, Food","Limited amenities, Lack of customization",Yes,5,"Seats, Others, Check-in process",Agent,4,Yes,Yes,Yes,No,15,Yes,No,Yes
23,Male,Student,4467,Master’s,2-4,Other,478,Business,Pricing,"Entertainment, Legroom, WiFi","Expensive tickets, Baggage loss",Yes,2,"Meals, Entertainment, Others",Website,4,Yes,Yes,No,No,0,No,Yes,Yes
27,Other,Employed,4995,High school,5-8,Business,343,Economy,Brand,"Legroom, Others","Lack of customization, Delays, Poor customer service",Yes,5,"Meals, Check-in process, Seats",Website,3,Yes,Yes,Maybe,No,20,No,Yes,Yes
32,Other,Retired,4339,Doctorate,9+,Business,674,Business,Others,"Others, Legroom, Customer Service, Cleanliness","Expensive tickets, Baggage loss",Yes,4,"Entertainment, Boarding experience, Others",Agent,3,No,Maybe,Yes,Yes,5,No,No,Yes
57,Other,Employed,2073,Other,2-4,Family,124,Economy,Pricing,"Entertainment, WiFi, Food, Cleanliness",Delays,Yes,3,"Others, Meals",Agent,2,Yes,Yes,Yes,Yes,10,No,No,Yes
27,Male,Employed,2441,High school,5-8,Family,465,First Class,Pricing,"Cleanliness, Others","Lack of customization, Baggage loss",Yes,3,"Entertainment, Boarding experience",Agent,5,No,No,Yes,No,10,Yes,No,Yes
37,Female,Unemployed,4918,Doctorate,9+,Family,499,First Class,Service,Food,"Lack of customization, Baggage loss",No,3,Seats,Agent,2,Yes,Maybe,Yes,Yes,5,Yes,Maybe,Yes
27,Female,Employed,4350,High school,2-4,Leisure,467,Premium Economy,Pricing,"Customer Service, WiFi, Cleanliness","Limited amenities, Delays",Yes,5,Check-in process,Website,4,Yes,Yes,No,No,10,No,Yes,Yes
51,Prefer not to say,Unemployed,5284,Other,0-1,Other,141,Premium Economy,Service,"Legroom, Others, Entertainment","Limited amenities, Expensive tickets",No,4,Check-in process,App,5,Yes,No,Yes,Yes,5,Yes,Maybe,Yes
53,Prefer not to say,Unemployed,1897,Other,2-4,Business,508,First Class,Pricing,"Cleanliness, Legroom",Limited amenities,No,2,Check-in process,Agent,2,Yes,No,No,Yes,5,Yes,Yes,No
48,Female,Employed,4042,Bachelor’s,2-4,Other,560,Premium Economy,Pricing,"Others, Entertainment, Customer Service, WiFi","Expensive tickets, Baggage loss, Lack of customization",Yes,2,"Others, Entertainment",Agent,2,Yes,No,Yes,Yes,0,No,No,Yes
38,Prefer not to say,Student,1729,Doctorate,9+,Other,587,Premium Economy,Service,"Entertainment, Food, WiFi, Others","Expensive tickets, Lack of customization",No,5,"Others, Seats, Meals",Website,5,No,Yes,Yes,Yes,20,No,Yes,Yes
30,Female,Student,500,Master’s,2-4,Other,372,First Class,Pricing,"Legroom, Cleanliness","Baggage loss, Lack of customization",Yes,2,Seats,Agent,1,Yes,No,Yes,Yes,0,Yes,Yes,Yes
31,Male,Student,1393,Master’s,9+,Other,686,First Class,Brand,"Cleanliness, Others","Limited amenities, Expensive tickets, Lack of customization",Yes,2,"Boarding experience, Check-in process, Seats",App,2,Yes,No,Maybe,Yes,0,No,Maybe,Yes
45,Other,Student,3263,Master’s,2-4,Leisure,643,Economy,Pricing,"Cleanliness, Customer Service",Limited amenities,No,1,Entertainment,App,4,No,Maybe,Maybe,Yes,10,Yes,Maybe,Yes
54,Male,Retired,500,Doctorate,9+,Business,558,Premium Economy,Others,"WiFi, Customer Service, Others, Food","Delays, Baggage loss",Yes,1,Meals,App,4,No,No,No,Yes,5,Yes,Yes,Yes
39,Male,Student,1900,Doctorate,9+,Business,685,Premium Economy,Service,WiFi,"Limited amenities, Delays, Poor customer service",Yes,3,"Others, Boarding experience, Check-in process",App,2,Yes,Yes,Yes,Yes,20,No,No,Yes
37,Other,Employed,3957,Other,0-1,Leisure,558,First Class,Brand,Food,"Baggage loss, Delays",Yes,3,Boarding experience,Agent,4,Yes,No,Maybe,No,20,Yes,Yes,No
26,Prefer not to say,Employed,1931,High school,2-4,Family,581,Business,Loyalty Program,Others,"Limited amenities, Delays, Baggage loss",No,2,"Boarding experience, Check-in process, Seats",App,2,No,Yes,Yes,Yes,0,No,No,Yes
52,Other,Retired,1643,Master’s,9+,Family,575,Premium Economy,Service,Entertainment,Limited amenities,Yes,1,Check-in process,App,4,Yes,No,No,No,10,Yes,Maybe,No
26,Other,Student,2432,Bachelor’s,0-1,Other,285,Economy,Loyalty Program,"Others, Customer Service, WiFi, Legroom",Baggage loss,Yes,3,"Others, Seats, Entertainment",Website,3,Yes,Maybe,No,Yes,5,Yes,Maybe,No
37,Male,Employed,4322,High school,0-1,Business,508,Business,Loyalty Program,"Customer Service, Cleanliness, Legroom, Entertainment","Expensive tickets, Lack of customization",Yes,3,"Boarding experience, Entertainment",Website,3,No,Yes,Maybe,No,0,No,Yes,Yes
25,Other,Unemployed,5033,Doctorate,0-1,Business,403,Economy,Others,Others,Lack of customization,Yes,1,Seats,Agent,4,Yes,Yes,Yes,Yes,15,No,Yes,Yes
31,Prefer not to say,Employed,3119,Doctorate,0-1,Business,483,Economy,Brand,"WiFi, Food, Customer Service, Others","Delays, Expensive tickets, Limited amenities",No,1,Boarding experience,App,4,No,Yes,Yes,Yes,0,No,Maybe,Yes
18,Female,Self-employed,4314,High school,0-1,Family,191,Business,Others,"Legroom, Entertainment, Food","Baggage loss, Delays",Yes,1,Boarding experience,Website,2,No,Maybe,Maybe,No,0,No,No,No
29,Other,Unemployed,2058,High school,2-4,Business,356,Economy,Brand,"Cleanliness, Food","Poor customer service, Baggage loss, Limited amenities",No,4,"Check-in process, Meals",App,3,Yes,Maybe,Yes,Yes,20,No,Yes,Yes
49,Male,Student,500,Master’s,9+,Other,315,First Class,Pricing,"Entertainment, Cleanliness, Customer Service",Delays,Yes,1,"Boarding experience, Check-in process",Agent,4,Yes,No,Yes,No,5,Yes,Maybe,Yes
45,Male,Retired,5514,Master’s,0-1,Family,258,Premium Economy,Pricing,"Others, Food, WiFi","Lack of customization, Limited amenities",Yes,5,"Others, Boarding experience",Website,4,No,Maybe,Yes,Yes,5,Yes,Yes,Yes
38,Prefer not to say,Retired,1593,Doctorate,0-1,Other,659,First Class,Others,"WiFi, Legroom, Cleanliness",Baggage loss,Yes,4,"Seats, Check-in process",Website,5,No,Yes,Yes,Yes,10,No,No,Yes
42,Female,Employed,3798,Other,5-8,Business,454,First Class,Pricing,Cleanliness,"Baggage loss, Poor customer service",Yes,1,Check-in process,App,5,No,Maybe,Maybe,Yes,10,Yes,No,Yes
23,Female,Student,3674,Master’s,0-1,Business,331,Premium Economy,Brand,"Food, WiFi, Cleanliness, Legroom",Limited amenities,No,5,Seats,Agent,4,No,No,Yes,Yes,10,Yes,Yes,Yes
18,Prefer not to say,Self-employed,2457,Other,2-4,Other,462,Business,Loyalty Program,Customer Service,Delays,Yes,3,"Seats, Check-in process, Boarding experience",Website,4,Yes,Yes,Maybe,No,20,Yes,No,No
34,Male,Student,1526,Bachelor’s,9+,Family,272,Premium Economy,Others,"Customer Service, Others, Food, Legroom","Poor customer service, Lack of customization, Limited amenities",Yes,3,Boarding experience,Website,2,Yes,No,Maybe,Yes,0,No,Yes,No
35,Prefer not to say,Student,3294,Doctorate,2-4,Leisure,264,First Class,Brand,"Entertainment, Cleanliness","Expensive tickets, Delays",No,5,"Others, Check-in process, Meals",Website,1,No,Maybe,No,No,5,No,Maybe,Yes
46,Other,Retired,3712,Doctorate,0-1,Family,695,First Class,Others,"Food, WiFi, Legroom",Baggage loss,No,1,"Meals, Others",Website,5,Yes,Maybe,Yes,Yes,5,Yes,Yes,Yes
34,Female,Self-employed,4370,Other,9+,Leisure,168,Economy,Loyalty Program,"Entertainment, Legroom","Baggage loss, Lack of customization",No,5,"Seats, Check-in process, Others",Agent,1,Yes,No,Yes,Yes,15,Yes,Maybe,Yes
50,Female,Self-employed,3861,Other,2-4,Leisure,322,First Class,Pricing,"Food, Legroom","Poor customer service, Delays, Expensive tickets",Yes,2,Entertainment,Website,5,Yes,No,Yes,Yes,0,Yes,Yes,Yes
56,Other,Self-employed,3754,Master’s,9+,Leisure,669,Business,Pricing,Legroom,"Limited amenities, Delays",Yes,3,"Seats, Boarding experience",Website,4,Yes,No,No,No,20,Yes,Maybe,Yes
24,Other,Retired,4845,Other,0-1,Business,613,First Class,Loyalty Program,"WiFi, Entertainment",Poor customer service,No,4,"Seats, Meals, Entertainment",Agent,2,No,Maybe,Yes,Yes,5,No,Maybe,Yes
29,Prefer not to say,Retired,4018,Other,2-4,Other,379,First Class,Brand,"Customer Service, Entertainment, WiFi, Cleanliness","Lack of customization, Expensive tickets",No,1,Seats,Agent,2,Yes,Yes,Maybe,No,0,No,Yes,No
39,Male,Self-employed,3115,High school,0-1,Other,372,Economy,Loyalty Program,Food,"Lack of customization, Limited amenities, Poor customer service",Yes,4,"Meals, Check-in process",Agent,2,Yes,Maybe,Yes,Yes,10,No,No,Yes
30,Male,Unemployed,10954,High school,0-1,Family,253,Premium Economy,Brand,"Food, WiFi, Entertainment","Poor customer service, Expensive tickets",No,4,"Check-in process, Seats",Website,4,No,Yes,Yes,Yes,5,No,No,Yes
23,Prefer not to say,Self-employed,500,Doctorate,9+,Family,368,Economy,Others,"Others, Entertainment, Cleanliness, Food",Lack of customization,Yes,4,Meals,Website,3,No,No,No,Yes,5,No,No,No
44,Male,Student,1936,Doctorate,5-8,Family,692,Premium Economy,Pricing,Cleanliness,"Poor customer service, Baggage loss, Lack of customization",Yes,2,Entertainment,App,4,No,No,No,No,0,No,No,Yes
39,Other,Retired,3196,High school,9+,Business,766,Economy,Pricing,"Entertainment, Cleanliness",Delays,No,5,"Boarding experience, Others",Agent,4,Yes,Yes,No,Yes,10,Yes,No,No
29,Prefer not to say,Unemployed,500,Other,2-4,Leisure,246,Economy,Service,"Legroom, WiFi, Entertainment","Baggage loss, Poor customer service",No,2,"Check-in process, Seats, Meals",Agent,1,Yes,Yes,Yes,No,5,Yes,Maybe,Yes
40,Prefer not to say,Self-employed,1907,Bachelor’s,9+,Family,412,First Class,Others,Legroom,"Expensive tickets, Baggage loss, Limited amenities",No,5,Entertainment,App,1,Yes,Maybe,Yes,No,10,No,No,Yes
